SAMPN,PERNO,origin,destination
3013351,1,65408819,1330369830
3013396,2,5368257873,2886229159
3013515,1,65603098,65424250
3013533,1,65477017,324502935
3013533,2,65477017,1071749777
3013542,2,5372825604,65529572
3013554,2,1688870718,4915148159
3013560,1,314170093,4182147571
3013560,2,314170093,65419222
3013591,1,248102910,370488096
3013640,1,65603098,65389652
3013640,2,65603098,1897068921
3013645,2,65436891,65437711
3013674,2,1703241973,65487722
3013689,1,4179592842,759798045
3013706,1,1113439895,1083168640
3013706,2,1113439895,2467460482
3013720,2,1710457052,53150389
3013724,2,1703242017,53034625
3013724,3,1703242017,338171678
3013748,1,1696979103,65373465
3013748,2,1696979103,65467604
3013756,3,65487722,65378905
3013789,2,65499483,65421188
3013814,1,65529739,65496420
3013814,3,65529739,289651583
3013814,4,65529739,2886229159
3013828,1,293561978,420994162
3013828,2,293561978,1504598253
3013892,1,2886229176,3652272982
3013892,2,2886229176,876501306
3013911,1,65582569,3608363131
3013911,2,65582569,1083003526
3013945,1,65475291,312963135
3013945,2,65475291,283283806
3013981,1,65421194,1768292374
3013983,1,65448335,65523446
3013996,2,2886229182,65421188
3013996,3,2886229182,288072858
3014018,2,65493471,664251157
3014022,1,1967707242,65426143
3014023,1,65493469,65461988
3014023,2,65493469,4524229622
3014043,1,65582569,517240206
3014043,2,65582569,65322266
3014043,3,65582569,65421188
3014069,1,65582569,65424657
3014084,2,65582569,1084467154
3014093,1,65523446,3523003937
3014653,2,65563427,1970895527
3014702,1,65463341,313250472
3014746,1,65430911,2460760149
3014752,1,65448971,258392684
3014786,1,314509221,65555054
3014786,2,314509221,315027141
3014793,2,314509916,65563855
3014875,1,519544277,65660419
3014875,2,519544277,65485899
3014931,1,65463341,65593455
3014931,2,65463341,65452733
3014996,1,65541138,262921586
3015029,1,2860539969,1102406210
3015029,2,2860539969,2299911487
3015069,1,2749906538,4180675195
3015108,2,65496432,2428451735
3015197,2,65629471,5357247197
3015221,1,65452785,32791319
3015232,1,65507288,4549849717
3015252,1,65452806,760124144
3015270,1,65541148,4915148159
3015270,2,65541148,65452480
3015313,1,65629482,1067334907
3015313,2,65629482,65551811
3015313,3,65629482,65629477
3015369,1,65456747,1107918145
3015386,1,667228644,4920372239
3015410,1,65452806,264929438
3015418,2,65541148,3614216337
3015471,2,65559642,65491545
3015532,1,65447368,65571183
3015532,2,65447368,65525253
3015556,1,667737589,65426143
3015586,1,65482356,65466666
3015610,1,65609953,65395289
3015610,2,65609953,3681667260
3015655,2,310974852,65426561
3015696,1,65546714,65553963
3015696,2,65546714,206351339
3015737,1,4402120172,4944392361
3015737,2,4402120172,65432362
3015737,3,4402120172,65547567
3015783,2,65610834,65590604
3015814,2,65457406,2906017086
3015830,2,65462211,4200114290
3015830,3,65462211,26028750
3015913,1,65585941,65441453
3015913,2,65585941,65470635
3016440,1,65465469,689936976
3016446,1,65578435,288220050
3016446,2,65578435,315412805
3016447,1,465196363,541325604
3016447,2,465196363,65295275
3016447,3,465196363,310988083
3016447,4,465196363,1081079977
3016514,1,65536891,65561442
3016699,1,65475170,65523762
3016750,3,65679390,65450657
3016765,2,65475216,2886229188
3016781,2,65679390,65496789
3016856,1,65469788,65414026
3016918,1,65565335,65523126
3016923,1,65467680,281363769
3016982,1,65459857,2404192087
3017016,3,65600495,283273053
3017057,1,283273053,760123998
3017077,1,65626575,614066057
3017082,2,2429894528,262911224
3017082,3,2429894528,2109779416
3017082,4,2429894528,2109779416
3017305,4,65444589,4951830850
3017305,5,65444589,448768062
3017387,1,4514842090,1823119988
3017398,2,4514842090,580402370
3017448,2,35855184,65459952
3017460,2,65445618,65463464
3017460,3,65445618,2913762415
3017471,2,65493935,1082987318
3017471,4,65493935,2474909273
3017503,1,65573339,32795925
3017503,2,65573339,65541116
3017539,1,2495750002,3142640230
3017539,2,2495750002,1107918145
3017561,2,65579010,4899816255
3017561,3,65579010,65431017
3017575,1,65472938,395463552
3017626,1,65657291,415170412
3017721,2,65432001,4167736764
3017726,2,2057287599,4176821823
3017726,3,2057287599,65425223
3017730,2,65607466,65537925
3017740,1,65419981,65602991
3017854,1,65432018,65427925
3017854,2,65432018,4178885855
3017884,2,1082915159,1079893267
3017895,1,65443930,1082448977
3017939,1,312415258,1025295466
3017939,2,312415258,262921586
3017960,2,65443922,519522070
3017973,2,65440770,65528140
3018011,1,4269353441,4200114290
3018093,3,65633131,65633131
3018114,1,5225640589,65462454
3018114,2,5225640589,5372825584
3018288,1,4520218014,65468003
3018288,2,4520218014,65556076
3018296,1,369936100,259247193
3018296,2,369936100,65494788
3018331,3,65494863,4182147571
3018378,1,65670513,3208509425
3018378,2,65670513,65557041
3018400,1,65594110,281149293
3018453,1,65402644,4168097846
3018484,2,456362725,65389652
3018545,1,65555564,347630658
3018555,1,65468572,2631856199
3018605,1,65447568,65461556
3018605,2,65447568,65461556
3018684,1,1082968310,65424250
3018730,1,65394462,3641168055
3018830,4,65625736,2874627272
3018874,3,65625736,4169922600
3018880,2,65625736,65434415
3018937,1,65676045,65539359
3018992,2,65545163,246343437
3019043,3,2858913682,1317059254
3019142,1,65484176,259387578
3019157,1,65510903,4182147571
3019157,2,65510903,65414026
3019157,3,65510903,5125431549
3019185,1,65510919,3966968497
3019185,2,65510919,292440764
3019192,1,258102054,26117833
3019205,2,5334743128,65467858
3019284,1,65484242,369936755
3019294,1,5334712616,431957638
3019326,2,65439300,1071749777
3019326,4,65439300,65616306
3019333,1,65510894,65607466
3019333,2,65510894,65401911
3019415,1,4329953397,65452480
3019415,2,4329953397,65452480
3019433,1,65567985,305549799
3019433,2,65567985,354833085
3019445,1,1099259921,1706628602
3019459,1,65658264,65465804
3019500,1,65630139,65537925
3019550,1,65515285,360010711
3019550,2,65515285,360010711
3019555,2,65624825,65546714
3019555,3,65624825,65567301
3019574,1,310967444,65516977
3019574,3,310967444,26117833
3019574,4,310967444,65630777
3019579,1,310969170,2400757270
3019579,2,310969170,4549849707
3019596,1,65468448,310965657
3019633,1,65594025,5376598098
3019633,2,65594025,1102406210
3019666,3,65633323,65405149
3019707,1,282630632,65430911
3019707,2,282630632,1020769440
3019711,2,282630632,65546714
3019766,1,65584416,65484821
3019871,1,65505732,65500241
3019893,1,65607454,65513990
3019932,1,65458246,65437147
3019932,2,65458246,367131979
3019936,1,65421137,469058151
3019936,2,65421137,65397435
3019975,1,65500263,3969371811
3019975,2,65500263,2858941067
3019975,3,65500263,65476873
3019982,1,65585859,65577947
3019994,1,65500241,1723768769
3019997,1,65546440,4167736764
3020103,2,1709219279,4785494212
3020131,5,1709219279,65445394
3020136,1,1079893275,313199896
3020142,1,65520768,4915148159
3020205,1,65520788,65671205
3020205,2,65520788,65319971
3020219,3,65666553,65678734
3020272,1,65633295,257883569
3020296,1,65643383,65514293
3020314,2,65491586,291659148
3020372,1,313467763,1422395873
3020391,1,65529519,26374407
3020391,2,65529519,65369679
3020432,1,465196504,1025295466
3020432,2,465196504,1025295466
3020462,2,598397226,316559199
3020463,1,1096098285,1723738831
3020463,2,1096098285,1723738831
3020470,1,65520802,314481557
3020479,1,1096098285,728171219
3020498,1,65514980,65420485
3020515,3,65452231,2834842054
3020522,1,1079893185,65593954
3020541,1,65497360,245919607
3020548,1,1727084047,246557219
3020566,2,369930717,666585985
3020598,1,65526126,353139733
3020599,1,65390614,431693918
3020620,2,3678132176,65523762
3020658,1,3678132214,33466459
3020668,1,3678132214,760439638
3020668,2,3678132214,4182147571
3020675,1,373071004,517807889
3020675,2,373071004,760124277
3020675,3,373071004,65519349
3020675,4,373071004,65292527
3020708,1,3741032291,65557041
3020708,2,3741032291,65492869
3020738,3,353140136,2474962563
3020740,1,288595610,65572414
3020740,2,288595610,65639816
3020749,2,1298988997,65442155
3020797,2,65561253,65569697
3020800,1,65517359,65431017
3020800,2,65517359,65519349
3020823,1,65495152,704784837
3020851,1,65421477,258750842
3020920,1,65625423,4942444767
3020921,1,65484059,53149104
3020921,2,65484059,53082517
3020967,3,65663048,721570683
3020967,4,65663048,313444662
3021005,2,65636188,65494694
3021048,1,4182100194,65467672
3021103,5,65501094,65501094
3021198,1,65512815,65491545
3021198,2,65512815,65408820
3021230,1,65421336,65551264
3021230,2,65421336,65593841
3021381,1,1592336556,65355573
3021440,1,3630591403,312709063
3021440,2,3630591403,5357247213
3021459,2,65637195,65470162
3021507,3,65645373,313094858
3021539,1,65553303,295121038
3021556,2,65531864,65469965
3021698,2,65608263,65547646
3021795,1,65610199,447936592
3021856,1,65451200,53129827
3021946,1,65522347,65489223
3021981,2,1351842304,4499793074
3022004,2,317526561,65518529
3022035,1,3966924731,760124102
3022035,3,3966924731,65421721
3022158,1,65497695,315027141
3022233,1,65497659,65522698
3022295,2,311722054,3112077972
3022385,1,287504751,65557067
3022385,2,287504751,1081488536
3022455,1,314014061,65599955
3022455,2,314014061,65438638
3022480,1,65604157,456983978
3022513,1,282391342,1087309287
3022513,2,282391342,1087309287
3022524,2,373629878,65545447
3022534,2,1111269654,258392738
3022615,3,5051079885,65635690
3022666,1,5050458591,65541148
3022731,1,65484044,65597270
3022731,2,65484044,65430005
3022750,1,1970807513,1723739266
3022750,2,1970807513,258390818
3022858,1,65458076,65667020
3022858,2,65458076,277823228
3022864,1,725893684,65608263
3022881,2,65414142,65394980
3023076,1,1107072456,3406598342
3023121,1,65522776,4524229622
3023246,1,65623316,1592336556
3023246,2,65623316,53149104
3023250,2,65567301,65500363
3023269,1,1105731594,2299911481
3023281,1,369933261,4200114290
3023281,2,369933261,308866725
3023316,1,1102846141,2460760149
3023316,2,1102846141,65536465
3023356,1,1102846196,65459835
3023358,2,65394065,65397435
3023398,1,65426316,257993765
3023398,2,65426316,65545447
3023458,1,5042655529,258965540
3023458,2,5042655529,1071749777
3023491,1,1105781542,5357247180
3023578,1,31354462,257939924
3023578,2,31354462,65452735
3023579,2,31354462,65432071
3023688,1,257809091,65437147
3023688,2,257809091,275515667
3023699,1,312410718,4553587465
3023699,2,312410718,65419404
3023721,2,65444931,262911224
3023728,2,65444931,2832930600
3023736,2,65467588,65473000
3023739,2,312410718,3973823697
3023751,1,65423874,1071749777
3023751,2,65423874,5148530596
3023762,1,65592366,1678683796
3023762,2,65592366,2474962567
3023784,1,65501015,65451313
3023784,2,65501015,529142061
3023823,1,65556360,461484022
3023823,2,65556360,313199916
3023969,1,65434559,2193608471
3023969,2,65434559,2404194130
3024053,2,412696670,1082987338
3024053,3,412696670,65561523
3024077,1,65462005,264179586
3024235,3,65425850,65492071
3024680,2,65436803,275515667
3024687,2,2280199536,65314146
3025295,1,65469570,65545447
3025295,2,65469570,3096337771
3025475,1,1707875334,1707875243
3025475,2,1707875334,1707875243
3050924,1,62445679,62445668
3050924,2,62445679,2686097236
3051083,1,62399585,65317959
3051199,2,62420531,62436682
3055798,1,472347413,62510659
3055865,1,62435356,347299582
3055865,2,62435356,347295248
3055902,1,62408164,62433756
3056012,1,62408130,5200831750
3056139,2,471573298,62503322
3056265,1,62433772,447636840
3056381,1,62454368,55957556
3056462,2,62408164,62443217
3056462,3,62408164,62447728
3056470,2,62386210,257503792
3056503,2,62245820,2686097236
3056561,2,62198071,62459745
3056608,1,62413059,62363278
3056620,2,62408164,62270963
3056754,3,374002057,470163372
3056913,1,62440956,62443847
3056913,2,62440956,62389855
3056919,2,373997671,62471320
3057139,1,62439551,464692014
3057139,2,62439551,62506726
3057178,2,62444567,1793950850
3057344,2,62442636,4593108204
3057423,1,62298012,249031560
3072184,2,56150152,65295275
3076141,1,3807075805,239637816
7007582,1,4178885855,283532703
7007607,1,1112584790,65402989
7007611,2,65396629,65327408
7007632,1,198447514,65502869
7007632,2,198447514,65550325
7007651,1,198447514,1712572378
7007651,2,198447514,65415602
7007668,2,65469483,65322266
7007668,3,65469483,415165882
7007703,1,559838997,65556675
7007838,1,65427610,522277390
7007838,2,65427610,522277390
7007865,1,65423728,65303529
7007865,2,65423728,610194249
7007888,2,65423728,65313138
7007956,1,65466013,65308413
7007957,1,529824092,461443503
7007969,1,65440558,65476103
7008003,1,65447832,65374491
7008003,2,65447832,267302984
7008028,2,65447832,65339460
7008068,1,65402828,65434978
7008083,1,65420208,1723738865
7008149,2,65474984,65412495
7008295,1,65392798,65482113
7008295,2,65392798,3244767454
7008353,1,65417073,65412495
7008353,2,65417073,65412495
7008472,3,65429101,1081488821
7008474,1,1378125483,65319949
7008581,1,318793256,65455789
7008581,2,318793256,65317595
7008651,1,1157484089,65306795
7008651,2,1157484089,1774346210
7008835,1,65359620,65342038
7009032,1,5185500574,65449433
7009053,1,307850658,65306795
7009083,1,259844093,65312706
7009083,2,259844093,259844093
7009132,2,307624825,1723738865
7009251,1,65423983,461443503
7009251,2,65423983,4911065157
7009273,1,666065843,2623038986
7009337,3,65415464,65425948
7009338,2,401419782,1407985821
7009338,3,401419782,728180246
7009368,1,65425948,29381129
7009368,2,65425948,29381129
7009401,1,65361249,65395289
7009401,2,65361249,65391664
7009528,1,452034770,65479774
7009528,2,452034770,65434195
7009557,1,323473118,65284110
7009578,1,65380971,541325359
7009578,2,65380971,65396634
7009624,1,1292993630,65388493
7009629,1,65487419,338171717
7009629,2,65487419,65294289
7009640,2,3995343769,65550325
7009712,1,65428891,288220050
7009724,1,65403109,1087305649
7009727,3,295265778,65562622
7009757,2,65348550,65484358
7009771,1,260544477,65467257
7009909,1,65393966,65547561
7009993,1,65481556,1734450138
7010035,2,783909792,1202720464
7010117,1,65403084,343602002
7010317,1,65497027,2278881212
7010339,1,257560989,65360270
7010352,2,1935652903,65497027
7010403,1,65415646,53064347
7010403,2,65415646,65425050
7010403,3,65415646,53064347
7010542,1,65497027,262080636
7010544,4,65415646,65348213
7010624,1,728180246,761795205
7010624,2,728180246,65395289
7010648,1,728180246,65370200
7010648,2,728180246,65378488
7010648,3,728180246,65436548
7010652,2,728180246,2282623243
7010654,1,728180246,3995343769
7010654,2,728180246,258939142
7010660,1,728180246,65434978
7010660,2,728180246,260193612
7010742,1,65464709,65374371
7010742,2,65464709,4602920874
7010773,2,829817232,65317060
7010799,1,65436548,65465078
7010866,1,65386950,65309735
7010990,3,65394475,1693949117
7011009,1,1367580680,65435802
7011009,2,1367580680,65427475
7011032,1,65388813,65341867
7011032,2,65388813,65341867
7011073,1,65436551,65374814
7011073,2,65436551,65315466
7011082,1,65464709,390717681
7011082,3,65464709,435854542
7011115,1,65435802,761795205
7011115,3,65435802,1723739241
7011115,4,65435802,1366508001
7011115,5,65435802,304896655
7011126,1,65457292,4178823615
7011126,2,65457292,666585985
7011292,2,65469570,295222775
7011297,1,65408175,449081439
7011438,1,65469570,3995343769
7011438,3,65469570,1407985821
7011503,2,65403067,65403022
7011517,1,541334290,541331279
7011517,2,541334290,3995343778
7011574,1,3997200477,1781788395
7011606,1,364201406,53117866
7011606,2,364201406,65403116
7011608,2,364201406,65421188
7011631,1,364201406,65374371
7011711,1,65432238,809510163
7011711,2,65432238,615115417
7011738,1,65413795,552588379
7011807,2,2322633525,65408175
7011883,3,65432250,65448660
7011883,4,65432250,65431414
7012036,1,65432212,53026759
7012116,1,297832154,65469570
7012116,2,297832154,1111929031
7012124,2,65469165,275515667
7012179,1,2944044408,2623038986
7012179,2,2944044408,65321119
7012230,1,5043807902,65421463
7012230,2,5043807902,65489223
7012236,2,65436228,2389164241
7012349,1,65379557,297165027
7012349,2,65379557,65403005
7012400,2,65370783,1112549615
7012416,1,297165027,614140948
7012416,2,297165027,541338643
7012454,1,297165214,65449632
7012454,2,297165214,65402776
7012454,3,297165214,65502869
7012597,1,65447912,906000141
7012751,1,2280831098,2389164241
7012751,2,2280831098,1511349597
7012758,1,65441278,65416063
7012908,1,65441395,65628969
7012908,2,65441395,3972090136
7012946,1,65441395,65421463
7012988,1,65441395,65374491
7013004,2,65469491,1381331951
7013037,1,65428567,355701616
7013204,2,65402631,297166830
7013363,1,65408395,65408395
7013379,1,65347395,65484705
7013379,2,65347395,1511349597
7013823,1,300750450,65324601
7013865,1,65293746,1201384590
7013995,1,65313442,65295275
7014020,1,1563110139,65357038
7014020,2,1563110139,65313442
7014051,1,65320199,1723738832
7014072,1,65337406,1711296815
7014127,1,65314175,65465078
7014169,1,65360287,65312706
7014169,2,65360287,65312706
7014284,1,65337421,65317532
7014385,1,53020955,65295281
7014388,1,65317956,258758550
7014401,1,65334133,1723739120
7014405,1,65372918,276546820
7014449,1,4021550350,4021550367
7014449,2,4021550350,258840692
7014464,1,65283914,65366351
7014464,2,65283914,1511349597
7014476,1,2399950825,65339638
7014476,2,2399950825,65280432
7014476,3,2399950825,65295287
7014501,1,2399950825,283285933
7014501,2,2399950825,65341867
7014522,1,65290337,259394878
7014522,2,65290337,53064862
7014525,1,65312050,65312923
7014534,1,65312050,65341867
7014534,2,65312050,65341867
7014556,1,65319656,65322310
7014605,1,65317795,65602991
7014611,1,258886222,301503404
7014611,2,258886222,761795205
7014614,1,65290336,65297593
7014614,2,65290336,65327936
7014614,3,65290336,65290928
7014647,1,4021550350,648530371
7014653,1,65317391,1723738865
7014653,2,65317391,65287209
7014667,1,2399950825,65327923
7014667,2,2399950825,706921504
7014692,1,65312050,3999514601
7014713,1,258967892,53027386
7014726,1,259407848,57824626
7014726,2,259407848,65295275
7014758,1,259407848,65334510
7014758,2,259407848,65315504
7014813,1,65372268,340164576
7014813,2,65372268,65334510
7015084,1,65327574,65332241
7015209,1,764912790,239523675
7015279,2,1712572378,1723738887
7015279,3,1712572378,65391144
7015430,1,260494512,65336474
7015439,1,65296310,65295289
7015439,2,65296310,65336947
7015478,1,260494523,65308283
7015549,1,65296346,4724558266
7015630,1,65296327,300759006
7015630,2,65296327,297164003
7015646,2,65296346,4887536848
7015646,3,65296346,65317042
7015647,1,260494517,65303529
7015815,1,65295361,53059947
7015815,2,65295361,258467576
7015817,1,4019294259,65409298
7015860,1,4019294259,65295279
7015860,2,4019294259,65295279
7015943,1,258757438,297253755
7015943,2,258757438,65308182
7016092,1,65356861,65327144
7016092,2,65356861,26639069
7016359,1,65310830,648530371
7016359,2,65310830,65312706
7016371,1,65321354,65351550
7016371,2,65321354,65314202
7016388,1,65328181,65303525
7016401,1,65310394,65336947
7016401,2,65310394,65308351
7016448,1,65351550,5014084172
7016448,3,65351550,338840968
7016454,1,2642129714,65352429
7016485,1,65328181,663151589
7016485,2,65328181,1678683796
7016551,1,258756003,4061806112
7016552,2,258756003,65295281
7016554,1,65295420,65328690
7016607,2,65315807,1723738865
7016618,1,65358843,1723738887
7016618,2,65358843,65287261
7016639,1,4017324918,65386943
7016667,2,65295450,258910905
7016828,1,65295485,65408423
7016828,2,65295485,1723738831
7016929,2,65299618,65296324
7016978,1,4022970356,65358843
7017091,1,65287373,65287209
7017104,1,4022941221,65336474
7017104,2,4022941221,65295361
7017218,1,2179292612,65325032
7017231,1,65304799,298940483
7017231,2,65304799,298940483
7017241,1,65297588,1201384590
7017463,1,65316662,1563110126
7017593,1,258916761,65327512
7017623,2,295506085,65333972
7017644,1,65288353,65332850
7017644,2,65288353,286082304
7017644,5,65288353,65319944
7017673,2,65297588,522277398
7017969,2,65321119,297167867
7018085,2,1472038597,65306797
7018091,1,436986613,1723739149
7018181,1,65314953,258777639
7018181,2,65314953,65296346
7018216,2,65327079,615115440
7018226,1,258958634,265666762
7018226,2,258958634,1563110130
7018256,2,65363410,323689411
7018310,2,1614214651,4022970383
7018316,1,65294323,53151556
7018393,1,318299418,65308182
7018393,4,318299418,212656750
7018475,1,65321635,65424250
7018475,2,65321635,53047950
7018489,1,1614214651,259247193
7018489,2,1614214651,53099369
7018520,1,258926831,54891483
7018529,1,1614214693,57790387
7018529,2,1614214693,53082860
7018569,1,65358701,2071244791
7018569,2,65358701,3810293247
7018741,2,65333988,1723738887
7018794,1,300781672,65537914
7018843,1,65317133,65315481
7018855,1,65326702,65317045
7018884,2,65312664,65332839
7018891,2,65312664,65352330
7018928,1,764927373,1511349597
7018983,1,1378125457,1723738887
7018983,2,1378125457,1723738893
7019013,1,65284937,65333988
7019013,3,65284937,55957938
7019013,4,65284937,2304626340
7019126,1,53041324,65295361
7019243,1,356705879,259407790
7019283,2,65372893,2298665945
7019383,2,65390960,65556675
7019392,1,441819067,65434890
7019392,2,441819067,65434890
7019440,1,249972770,65370200
7019440,2,249972770,904988836
7019542,1,65405512,612080892
7019547,2,65417044,264179586
7019709,1,65462909,5200831750
7019709,2,65462909,1781788395
7019723,1,65417044,65300043
7019793,1,65374371,65427661
7019802,1,541338643,1723738865
7019823,1,65404936,65426691
7019823,2,65404936,65363153
7019827,2,65470499,65456746
7019827,3,65470499,262255426
7019863,1,65382124,744465732
7019863,2,65382124,541332981
7019879,3,65404906,4911620878
7019911,2,65403319,4061762656
7020124,1,564663458,2389164241
7020155,2,689910326,541331279
7020226,1,5057712086,65440499
7020234,1,2278881232,3678132176
7020254,1,559389852,1723739123
7020279,1,2278881212,65347564
7020279,2,2278881212,636067408
7020281,1,2278881212,4911098329
7020281,2,2278881212,4911098329
7020293,2,65400186,31416681
7020295,1,559389852,1657013293
7020295,2,559389852,648530371
7020353,2,559389838,65494772
7020385,2,359026671,65303529
7020390,2,2278881232,187554291
7020499,2,2278881232,26029760
7020523,1,65431564,65440483
7020523,2,65431564,239523675
7020760,2,65384491,53126870
7020805,1,415168187,4774567904
7020805,2,415168187,65441639
7020805,3,415168187,65424655
7020873,1,65464808,65489223
7020908,2,1741155872,65474984
7157653,1,65469483,4178885846
7157653,2,65469483,461484022
7157658,1,65469483,2304626340
7157658,2,65469483,516272007
7157658,3,65469483,65412495
7157693,1,5188021252,65381219
7157711,2,65423728,65314183
7157912,2,65394752,2389008502
7157987,1,432620260,761795205
7157987,2,432620260,761795205
7158013,1,432620260,65287319
7158013,2,432620260,4069129299
7158174,1,318793256,4019282333
7158512,2,65423983,1804181959
7158604,2,1157512953,65467429
7158809,2,65573053,316559199
7158841,1,5362481505,65658312
7158844,1,65510617,65449474
7158870,1,249957869,262921586
7158870,2,249957869,249957869
7158876,1,33060212,65668092
7158876,2,33060212,65403116
7158911,2,65446525,65510648
7158975,2,65484410,65418338
7159081,2,65470765,3995343769
7159081,3,65470765,65403123
7159089,2,65428891,258840692
7159112,1,3995343773,3995343773
7159123,2,65428891,498680935
7159176,1,3995343778,275406088
7159331,2,343655249,53101406
7159381,1,65379557,65286515
7159381,2,65379557,5024671872
7159381,3,65379557,65448766
7159390,2,65451991,5330747075
7159390,3,65451991,5330747075
7159429,3,65447114,65397152
7159429,4,65447114,65467197
7159535,1,65522908,65352485
7159594,1,65642745,5278200249
7159597,1,240446447,431961932
7159597,2,240446447,3966968504
7159612,2,2498888322,65547646
7159633,2,3807075805,206353456
7159644,1,220226948,206353456
7159650,1,343269356,1774346210
7159698,2,65433860,314513157
7159698,3,65433860,65403022
7159715,1,726963288,4230301910
7159715,2,726963288,2471279609
7159911,2,65386950,65413563
7159983,2,5024738110,522276323
7160000,1,65439179,65469570
7160000,2,65439179,65469570
7160000,3,65439179,663151589
7160000,4,65439179,65469570
7160087,2,65403067,65284619
7160119,1,65439179,1330369830
7160181,2,65481441,292440764
7160186,2,65469671,522276506
7160251,1,65436803,3997200477
7160251,2,65436803,65537914
7160267,1,2322633525,65409298
7160271,2,297686403,65469491
7160423,1,65391582,65402877
7160423,2,65391582,65438574
7160637,2,317106469,65436603
7160704,1,65379557,1050206559
7160704,2,65379557,3994971206
7160809,1,4985879384,280836272
7160814,4,65447912,4184254193
7160814,5,65447912,297163808
7161097,1,2322611774,65283475
7161314,2,65485025,65465078
7161508,2,5048133236,65445394
7161508,3,5048133236,65551264
7161536,1,65523733,65559212
7161536,2,65523733,2298665945
7161591,1,189710899,447936592
7161591,2,189710899,65427610
7161670,2,65423325,65537914
7161670,3,65423325,191692199
7161671,3,65560852,65423325
7161683,2,26027965,65438377
7161729,1,49067139,2944044408
7161738,2,65602384,704784837
7161763,3,5368937220,5297800164
7161763,4,5368937220,240296607
7161833,1,3466032313,281362175
7161833,3,3466032313,3438502778
7161839,2,65440273,65407393
7161839,3,65440273,1106363293
7161841,2,65623175,65470787
7161892,2,225206976,1067334907
7161892,3,225206976,60006500
7162121,1,65317042,65308182
7162157,2,1895821090,65303495
7162266,1,65307408,1723738829
7162266,2,65307408,65307356
7162320,1,65307414,65352454
7162394,1,65322300,65322266
7162394,2,65322300,65280432
7162437,1,65283914,1711296815
7162437,2,65283914,1711296815
7162531,2,65291247,4019294259
7162626,1,65312050,65295355
7162626,2,65312050,461443503
7162626,3,65312050,65328710
7162686,1,65284587,451948854
7162686,2,65284587,5021056579
7162714,1,65284716,2389164241
7162714,2,65284716,65314953
7162714,3,65284716,5352469988
7162928,1,1378125483,65287111
7162928,2,1378125483,65395289
7162964,1,65306124,906055329
7162964,2,65306124,65313263
7162973,1,5027208673,65308351
7163082,1,2511971979,3458064554
7163193,1,65296310,65333972
7163193,2,65296310,370509036
7163202,2,65296327,1707875215
7163216,1,65296327,65296327
7163216,4,65296327,770925758
7163238,2,65296346,65305832
7163418,1,4044911320,65493342
7163418,2,4044911320,648530371
7163555,1,258916766,314131004
7163555,2,258916766,666585985
7163557,1,65316123,65307354
7163557,2,65316123,3718987342
7163575,2,258916766,258916758
7163582,1,2630856835,65395289
7163613,1,65289538,260921901
7163613,3,65289538,1511349597
7163637,2,65349295,65306795
7163640,1,259138838,65303525
7163642,2,65321354,761795205
7163661,1,65339258,65339460
7163689,2,258759744,65308413
7163699,1,258910929,65351550
7163711,1,65295420,65300043
7163711,2,65295420,1447212645
7163730,1,65295420,65314202
7163816,1,258756007,258911619
7163816,2,258756007,65325009
7163816,3,258756007,65342038
7163829,1,65287319,65464709
7163829,2,65287319,65308278
7163855,2,65338206,65317030
7163875,2,65299618,65317030
7163875,3,65299618,1417635713
7163889,2,65328428,258756003
7163889,3,65328428,258756003
7163889,4,65328428,110414854
7163937,2,258911637,761765975
7164045,2,65309555,65337399
7164045,3,65309555,53082860
7164122,2,258757438,522276525
7164157,1,420508886,65320199
7164171,1,65316662,53048389
7164171,5,65316662,1031699336
7164210,1,65289443,65286004
7164210,2,65289443,65342038
7164210,3,65289443,760124102
7164264,1,65288321,275515667
7164264,2,65288321,65307356
7164355,1,258912606,65288321
7164355,2,258912606,410833236
7164378,2,65288353,65333364
7164378,3,65288353,2071244791
7164449,1,4008988541,65303488
7164605,1,65307677,65295287
7164605,2,65307677,65464808
7164607,1,65306706,65363166
7164659,1,315425700,3458064557
7164700,1,65302641,65295279
7164700,3,65302641,1655227059
7164700,4,65302641,1655227059
7164700,5,65302641,1657013293
7164777,2,65314953,53043733
7164782,1,65314953,65434195
7164782,2,65314953,256893879
7164822,1,65313107,318204351
7164822,2,65313107,65290925
7164862,3,1614214651,110421369
7164936,1,1211585283,65313859
7164936,2,1211585283,65313859
7164936,3,1211585283,293818036
7164991,1,1196765186,258916794
7164991,2,1196765186,370509036
7165313,2,65297384,300781672
7165339,1,1378125448,65282200
7165339,2,1378125448,65312706
7165339,3,1378125448,65314161
7165367,1,65291184,35833157
7165367,2,65291184,5021056579
7165390,2,65461317,65306124
7165410,1,767851341,770925758
7165410,2,767851341,65431414
7165410,3,767851341,311733927
7165470,1,65344466,257316381
7165496,1,666571224,3995343773
7165506,1,4863339628,522276323
7165508,3,65495688,2069326228
7165524,1,65470765,612595667
7165524,2,65470765,272296807
7165540,1,65495686,65671205
7165540,2,65495686,65389652
7165553,1,65457732,65438377
7165553,2,65457732,668461998
7165605,1,65390960,441217155
7165605,3,65390960,65381218
7165766,1,26270951,3701762004
7165766,2,26270951,3701762004
7165849,1,65457738,2488884962
7165849,2,65457738,65531535
7165861,2,65401287,1316803298
7165911,1,65441519,65303495
7165911,2,65441519,65441519
7165913,1,65441519,5280990208
7165913,2,65441519,65510617
7165916,1,65441519,53044289
